Date,Open,High,Low,Close,Adj Close,Volume
2021-12-13,77200.000000,78300.000000,76500.000000,76800.000000,75599.312500,15038750
2021-12-14,76500.000000,77200.000000,76200.000000,77000.000000,75796.179688,10976660
2021-12-15,76400.000000,77600.000000,76300.000000,77600.000000,76386.804688,9584939
2021-12-16,78500.000000,78500.000000,77400.000000,77800.000000,76583.671875,11996128
2021-12-17,76800.000000,78000.000000,76800.000000,78000.000000,76780.554688,13108479
2021-12-20,77600.000000,77800.000000,76800.000000,77100.000000,75894.617188,11264375
2021-12-21,77900.000000,78300.000000,77500.000000,78100.000000,76878.984375,14245298
2021-12-22,78900.000000,79400.000000,78800.000000,79400.000000,78158.656250,17105892
2021-12-23,79800.000000,80000.000000,79300.000000,79900.000000,78650.851563,13577498
2021-12-24,80200.000000,80800.000000,80200.000000,80500.000000,79241.468750,12086380
2021-12-27,80600.000000,80600.000000,79800.000000,80200.000000,78946.148438,10783368
2021-12-28,80200.000000,80400.000000,79700.000000,80300.000000,79044.585938,18226325
2021-12-29,80200.000000,80200.000000,78500.000000,78800.000000,77918.328125,19794795
2021-12-30,78900.000000,79500.000000,78100.000000,78300.000000,77423.929688,14236700
2022-01-04,78800.000000,79200.000000,78300.000000,78700.000000,77819.453125,12427416
2022-01-05,78800.000000,79000.000000,76400.000000,77400.000000,76533.992188,25470640
2022-01-06,76700.000000,77600.000000,76600.000000,76900.000000,76039.585938,12931954
2022-01-07,78100.000000,78400.000000,77400.000000,78300.000000,77423.929688,15163757
2022-01-10,78100.000000,78100.000000,77100.000000,78000.000000,77127.289063,9947422
2022-01-11,78400.000000,79000.000000,78000.000000,78900.000000,78017.210938,13221123
2022-01-12,79500.000000,79600.000000,78600.000000,78900.000000,78017.210938,11000502
2022-01-13,79300.000000,79300.000000,77900.000000,77900.000000,77028.398438,13889401
2022-01-14,77700.000000,78100.000000,77100.000000,77300.000000,76435.117188,10096725
2022-01-17,77600.000000,77800.000000,76900.000000,77500.000000,76632.882813,8785122
2022-01-18,77600.000000,77800.000000,76600.000000,77000.000000,76138.468750,9592788
2022-01-19,76500.000000,76900.000000,76100.000000,76300.000000,75446.304688,10598290
2022-01-20,76200.000000,76700.000000,75900.000000,76500.000000,75644.062500,9708168
2022-01-21,75800.000000,75800.000000,74700.000000,75600.000000,74754.140625,15774888
2022-01-24,75400.000000,75800.000000,74700.000000,75100.000000,74259.734375,13691134
2022-01-25,74800.000000,75000.000000,73200.000000,74000.000000,73172.039063,17766704
2022-01-26,74000.000000,74000.000000,74000.000000,74000.000000,73172.039063,0
2022-01-27,73800.000000,74000.000000,71300.000000,71300.000000,70502.250000,22274777
2022-01-28,71300.000000,73700.000000,71200.000000,73300.000000,72479.875000,21367447
2022-02-03,74900.000000,74900.000000,73300.000000,73300.000000,72479.875000,17744721
2022-02-04,74300.000000,74600.000000,73400.000000,74000.000000,73172.039063,12730034
2022-02-07,73500.000000,73600.000000,72400.000000,73000.000000,72183.226563,14240838
2022-02-08,73000.000000,73000.000000,73000.000000,73000.000000,72183.226563,0
2022-02-09,73000.000000,73000.000000,73000.000000,73000.000000,72183.226563,0
2022-02-10,75600.000000,75800.000000,74700.000000,75400.000000,74556.375000,17746033
2022-02-11,75000.000000,75500.000000,74600.000000,74900.000000,74061.968750,12205407
2022-02-14,74400.000000,74500.000000,73100.000000,73700.000000,72875.398438,13993255
2022-02-15,74100.000000,74200.000000,73100.000000,73700.000000,72875.398438,9320365
2022-02-16,74600.000000,74900.000000,74200.000000,74800.000000,73963.085938,10767386
2022-02-17,75000.000000,75600.000000,74500.000000,75000.000000,74160.851563,13605382
2022-02-18,74600.000000,74800.000000,73700.000000,74300.000000,73468.679688,10122226
2022-02-21,74300.000000,74300.000000,74300.000000,74300.000000,73468.679688,0
2022-02-22,74300.000000,74300.000000,74300.000000,74300.000000,73468.679688,0
2022-02-23,74300.000000,74300.000000,74300.000000,74300.000000,73468.679688,0
2022-02-24,72300.000000,72300.000000,71300.000000,71500.000000,70700.007813,15759283
2022-02-25,72100.000000,72600.000000,71900.000000,71900.000000,71095.539063,13168484
2022-02-28,71900.000000,71900.000000,71900.000000,71900.000000,71095.539063,0
2022-03-02,72300.000000,72400.000000,71500.000000,71700.000000,70897.765625,12481430
2022-03-03,72300.000000,73100.000000,72200.000000,72900.000000,72084.343750,13232638
2022-03-04,72900.000000,72900.000000,72900.000000,72900.000000,72084.343750,0
2022-03-07,70000.000000,70600.000000,69900.000000,70100.000000,69315.671875,18617138
2022-03-08,68800.000000,70000.000000,68700.000000,69500.000000,68722.390625,15828269
2022-03-10,69500.000000,69500.000000,69500.000000,69500.000000,68722.390625,0
2022-03-11,70500.000000,70700.000000,69700.000000,70000.000000,69216.796875,15787655
2022-03-14,70000.000000,70200.000000,69600.000000,70200.000000,69414.554688,9040993
2022-03-15,70200.000000,70200.000000,70200.000000,70200.000000,69414.554688,0
2022-03-16,70200.000000,70500.000000,69700.000000,70400.000000,69612.320313,10175750
2022-03-17,70400.000000,70400.000000,70400.000000,70400.000000,69612.320313,0
2022-03-18,70600.000000,70900.000000,70200.000000,70700.000000,69908.960938,14410038
2022-03-21,70900.000000,71000.000000,69900.000000,69900.000000,69117.914063,11169002
2022-03-22,69900.000000,70500.000000,69900.000000,70300.000000,69513.437500,9402666
2022-03-23,70600.000000,71200.000000,70300.000000,70500.000000,69711.203125,12398025
2022-03-24,69600.000000,70300.000000,69600.000000,69800.000000,69019.031250,37943357
2022-03-25,70100.000000,70200.000000,69600.000000,69800.000000,69019.031250,12986010
2022-03-28,69500.000000,69900.000000,69200.000000,69700.000000,68920.148438,12619289
2022-03-29,70000.000000,70300.000000,69800.000000,70200.000000,69414.554688,13686208
2022-03-30,70300.000000,70500.000000,69800.000000,69900.000000,69475.187500,12670187
2022-03-31,69900.000000,70200.000000,69600.000000,69600.000000,69177.007813,12510366
2022-04-01,69500.000000,69500.000000,69000.000000,69100.000000,68680.046875,15916846
2022-04-04,68900.000000,69300.000000,68600.000000,69300.000000,68878.828125,11107905
2022-04-05,69400.000000,69600.000000,69100.000000,69200.000000,68779.437500,8467248
2022-04-06,68600.000000,68800.000000,68500.000000,68500.000000,68083.695313,15517308
2022-04-07,68500.000000,68500.000000,68000.000000,68000.000000,67586.734375,20683327
2022-04-08,68100.000000,68300.000000,67700.000000,67800.000000,67387.945313,15453191
2022-04-11,67800.000000,68100.000000,67400.000000,67900.000000,67487.343750,12263735
2022-04-12,67600.000000,67700.000000,67000.000000,67000.000000,66592.812500,13924389
2022-04-13,67300.000000,69000.000000,67200.000000,68700.000000,68282.476563,17378619
2022-04-14,68700.000000,68700.000000,67500.000000,67500.000000,67089.773438,16409494
2022-04-15,67200.000000,67300.000000,66500.000000,66600.000000,66195.242188,13176415
2022-04-18,66500.000000,67100.000000,66100.000000,66700.000000,66294.632813,10119203
2022-04-19,67100.000000,68000.000000,67000.000000,67300.000000,66890.984375,12959434
2022-04-20,67000.000000,67400.000000,66500.000000,67400.000000,66990.375000,16693293
2022-04-21,67600.000000,68300.000000,67500.000000,67700.000000,67288.554688,12847448
2022-04-22,67200.000000,67300.000000,66700.000000,67000.000000,66592.812500,11791478
2022-04-25,66500.000000,66700.000000,66300.000000,66300.000000,65897.062500,11016474
2022-04-26,66400.000000,66700.000000,66100.000000,66100.000000,65698.281250,12946923
2022-04-27,65400.000000,65500.000000,64900.000000,65000.000000,64604.964844,18122084
2022-04-28,65400.000000,65500.000000,64500.000000,64800.000000,64406.179688,16895527
2022-04-29,65100.000000,67600.000000,65000.000000,67400.000000,66990.375000,26190390
2022-05-02,66600.000000,67600.000000,66500.000000,67300.000000,66890.984375,14106184
2022-05-03,67400.000000,68400.000000,67300.000000,67500.000000,67089.773438,14168875
2022-05-04,68000.000000,68400.000000,67500.000000,67900.000000,67487.343750,11505248
2022-05-06,67000.000000,67100.000000,66500.000000,66500.000000,66095.851563,14356156
2022-05-10,65900.000000,66300.000000,65300.000000,65700.000000,65300.710938,17235605
2022-05-11,65500.000000,66300.000000,65200.000000,65700.000000,65300.710938,12330920
2022-05-12,65200.000000,65500.000000,64900.000000,64900.000000,64505.574219,16414188
2022-05-13,65300.000000,66700.000000,65200.000000,66500.000000,66095.851563,14551536
2022-05-16,67100.000000,67400.000000,66100.000000,66300.000000,65897.062500,11937555
2022-05-17,66600.000000,67900.000000,66600.000000,67600.000000,67189.164063,15680447
2022-05-18,68300.000000,68700.000000,67600.000000,68100.000000,67686.125000,16486319
2022-05-19,66500.000000,67600.000000,66500.000000,67500.000000,67089.773438,17073727
2022-05-20,67800.000000,68400.000000,67700.000000,68000.000000,67586.734375,12109671
2022-05-23,68800.000000,68800.000000,67600.000000,67900.000000,67487.343750,13684088
2022-05-24,67500.000000,67700.000000,66500.000000,66500.000000,66095.851563,15482576
2022-05-25,66700.000000,67100.000000,65900.000000,66400.000000,65996.453125,15150490
2022-05-26,66300.000000,67200.000000,65500.000000,65900.000000,65499.496094,15970890
2022-05-27,66700.000000,66900.000000,66200.000000,66500.000000,66095.851563,11405555
2022-05-30,67500.000000,67800.000000,66900.000000,67700.000000,67288.554688,14255484
2022-05-31,67500.000000,67500.000000,66700.000000,67400.000000,66990.375000,24365002
2022-06-02,66600.000000,67000.000000,66400.000000,66700.000000,66294.632813,14959443
2022-06-03,67200.000000,67300.000000,66800.000000,66800.000000,66394.023438,8222883
2022-06-07,66200.000000,66400.000000,65400.000000,65500.000000,65101.925781,19355755
2022-06-08,65400.000000,65700.000000,65300.000000,65300.000000,64903.140625,12483180
2022-06-09,65100.000000,65200.000000,64500.000000,65200.000000,64803.750000,25790725
2022-06-10,64000.000000,64400.000000,63800.000000,63800.000000,63412.257813,22193552
2022-06-13,62400.000000,62800.000000,62100.000000,62100.000000,61722.589844,22157816
2022-06-14,61200.000000,62200.000000,61100.000000,61900.000000,61523.804688,24606419
2022-06-15,61300.000000,61500.000000,60200.000000,60700.000000,60331.097656,26811224
2022-06-16,61300.000000,61800.000000,60500.000000,60900.000000,60529.882813,23394895
2022-06-17,59400.000000,59900.000000,59400.000000,59800.000000,59436.566406,29053450
2022-06-20,59800.000000,59900.000000,58100.000000,58700.000000,58343.253906,34111306
2022-06-21,58700.000000,59200.000000,58200.000000,58500.000000,58144.468750,25148109
2022-06-22,59000.000000,59100.000000,57600.000000,57600.000000,57249.937500,23334687
2022-06-23,57700.000000,58000.000000,56800.000000,57400.000000,57051.152344,28338608
2022-06-24,57900.000000,59100.000000,57700.000000,58400.000000,58045.074219,23256103
2022-06-27,59000.000000,59900.000000,58300.000000,58800.000000,58442.644531,18122236
2022-06-28,59200.000000,59500.000000,58700.000000,59400.000000,59039.000000,13540538
2022-06-29,58500.000000,58800.000000,58000.000000,58000.000000,58000.000000,14677138
2022-06-30,57200.000000,57600.000000,57000.000000,57000.000000,57000.000000,18915142
2022-07-01,56900.000000,57500.000000,55900.000000,56200.000000,56200.000000,24982097
2022-07-04,56100.000000,57400.000000,55700.000000,57100.000000,57100.000000,17807126
2022-07-05,57600.000000,58200.000000,57200.000000,57200.000000,57200.000000,14216539
2022-07-06,57300.000000,57300.000000,56400.000000,56400.000000,56400.000000,16820461
2022-07-07,56400.000000,58700.000000,56300.000000,58200.000000,58200.000000,21322833
2022-07-08,58600.000000,59300.000000,58200.000000,58700.000000,58700.000000,15339271
2022-07-11,59300.000000,59600.000000,58700.000000,58800.000000,58800.000000,13042624
2022-07-12,58600.000000,58700.000000,58100.000000,58100.000000,58100.000000,9336061
2022-07-13,58300.000000,58600.000000,58000.000000,58000.000000,58000.000000,10841315
2022-07-14,57500.000000,58200.000000,57400.000000,57500.000000,57500.000000,15067012
2022-07-15,58400.000000,60000.000000,58100.000000,60000.000000,60000.000000,18685583
2022-07-18,60600.000000,62000.000000,60500.000000,61900.000000,61900.000000,20832517
2022-07-19,61400.000000,61500.000000,60200.000000,60900.000000,60900.000000,15248261
2022-07-20,61800.000000,62100.000000,60500.000000,60500.000000,60500.000000,16782238
2022-07-21,61100.000000,61900.000000,60700.000000,61800.000000,61800.000000,12291374
2022-07-22,61800.000000,62200.000000,61200.000000,61300.000000,61300.000000,10261310
2022-07-25,60900.000000,61900.000000,60800.000000,61100.000000,61100.000000,9193681
2022-07-26,60800.000000,61900.000000,60800.000000,61700.000000,61700.000000,6597211
2022-07-27,61300.000000,61900.000000,61200.000000,61800.000000,61800.000000,7320997
2022-07-28,62300.000000,62600.000000,61600.000000,61900.000000,61900.000000,10745302
2022-07-29,62400.000000,62600.000000,61300.000000,61400.000000,61400.000000,15093120
2022-08-01,61000.000000,61700.000000,60300.000000,61300.000000,61300.000000,13154816
2022-08-02,61200.000000,61900.000000,61000.000000,61700.000000,61700.000000,13614895
2022-08-03,61600.000000,61600.000000,61000.000000,61300.000000,61300.000000,10053861
2022-08-04,61700.000000,61800.000000,61200.000000,61500.000000,61500.000000,9125439
2022-08-05,61700.000000,61900.000000,61200.000000,61500.000000,61500.000000,9567620
2022-08-08,61400.000000,61400.000000,60600.000000,60800.000000,60800.000000,11313150
2022-08-09,60600.000000,60700.000000,59600.000000,60000.000000,60000.000000,18251170
2022-08-10,58900.000000,59200.000000,58600.000000,59100.000000,59100.000000,18084349
2022-08-11,59600.000000,60000.000000,59300.000000,59900.000000,59900.000000,15141941
2022-08-12,59500.000000,60700.000000,59400.000000,60200.000000,60200.000000,10786658
2022-08-16,60500.000000,61600.000000,60300.000000,61000.000000,61000.000000,15036727
2022-08-17,61100.000000,61200.000000,60300.000000,60400.000000,60400.000000,9061518
2022-08-18,60300.000000,61900.000000,60000.000000,61500.000000,61500.000000,16372754
2022-08-19,61400.000000,61600.000000,60600.000000,60900.000000,60900.000000,6923679
2022-08-22,60300.000000,60400.000000,59800.000000,60000.000000,60000.000000,8259865
2022-08-23,59000.000000,59600.000000,59000.000000,59100.000000,59100.000000,9041629
2022-08-24,59200.000000,59500.000000,59000.000000,59000.000000,59000.000000,8888486
2022-08-25,59200.000000,59700.000000,59000.000000,59700.000000,59700.000000,5767902
2022-08-26,60300.000000,60900.000000,59900.000000,60000.000000,60000.000000,9499995
2022-08-29,58700.000000,58900.000000,58600.000000,58600.000000,58600.000000,9841329
2022-08-30,58700.000000,59000.000000,58300.000000,58800.000000,58800.000000,9690044
2022-08-31,58200.000000,59900.000000,58200.000000,59700.000000,59700.000000,14203512
2022-09-01,58700.000000,58900.000000,58300.000000,58400.000000,58400.000000,14905777
2022-09-02,58300.000000,58600.000000,57500.000000,57500.000000,57500.000000,15040310
2022-09-05,57400.000000,57800.000000,56800.000000,57100.000000,57100.000000,11425977
2022-09-06,57200.000000,57600.000000,56900.000000,57100.000000,57100.000000,7503086
2022-09-07,56700.000000,56700.000000,55900.000000,56000.000000,56000.000000,17384854
2022-09-08,56200.000000,56400.000000,55600.000000,55600.000000,55600.000000,18000016
2022-09-13,57000.000000,58500.000000,56800.000000,58100.000000,58100.000000,17166581
2022-09-14,56200.000000,57200.000000,56100.000000,56800.000000,56800.000000,12524961
2022-09-15,57000.000000,57100.000000,56000.000000,56000.000000,56000.000000,11664819
2022-09-16,55600.000000,56400.000000,55500.000000,56200.000000,56200.000000,13456503
2022-09-19,56300.000000,57000.000000,56000.000000,56400.000000,56400.000000,12278653
2022-09-20,56400.000000,57000.000000,55800.000000,55800.000000,55800.000000,14041465
2022-09-21,55400.000000,55500.000000,55000.000000,55300.000000,55300.000000,11863700
2022-09-22,54600.000000,54700.000000,54300.000000,54400.000000,54400.000000,12786510
2022-09-23,54400.000000,54900.000000,54200.000000,54500.000000,54500.000000,10555964
2022-09-26,53700.000000,54200.000000,53600.000000,53900.000000,53900.000000,15008449
2022-09-27,53800.000000,54200.000000,53500.000000,54200.000000,54200.000000,16631289
2022-09-28,53900.000000,54400.000000,52500.000000,52900.000000,52900.000000,19991129
2022-09-29,53300.000000,53700.000000,52600.000000,52600.000000,52600.000000,13882080
2022-09-30,52300.000000,53600.000000,51800.000000,53100.000000,53100.000000,22503249
2022-10-04,55300.000000,55400.000000,54500.000000,55200.000000,55200.000000,19148435
2022-10-05,56900.000000,57200.000000,55400.000000,56000.000000,56000.000000,22458970
2022-10-06,56700.000000,57300.000000,56300.000000,56300.000000,56300.000000,14944446
2022-10-07,55900.000000,56900.000000,55200.000000,56200.000000,56200.000000,16886813
2022-10-11,54400.000000,55700.000000,54000.000000,55400.000000,55400.000000,21437877
2022-10-12,55700.000000,57000.000000,55200.000000,55800.000000,55800.000000,18408910
2022-10-13,55400.000000,56100.000000,55200.000000,55200.000000,55200.000000,13784602
2022-10-14,56200.000000,56500.000000,55800.000000,56300.000000,56300.000000,12924326
2022-10-17,55800.000000,57000.000000,55700.000000,56600.000000,56600.000000,13641878
2022-10-18,56700.000000,57100.000000,55800.000000,56500.000000,56500.000000,14820702
2022-10-19,56700.000000,56900.000000,55700.000000,55800.000000,55800.000000,12660652
2022-10-20,55200.000000,56000.000000,55100.000000,55500.000000,55500.000000,17107653
